emp_id,name,role,hire_date,rate,status,certifications,manager_id,team
EMP-300,Employee Name 300,technician,2026-04-21,45,on_leave,CERT-1,EMP-001,Team 5
EMP-301,Employee Name 301,senior_tech,2020-05-22,46,active,CERT-2,EMP-002,Team 6
EMP-302,Employee Name 302,manager,2021-06-23,47,active,CERT-3,EMP-003,Team 7
EMP-303,Employee Name 303,dispatcher,2022-07-24,48,active,CERT-4,EMP-004,Team 8
EMP-304,Employee Name 304,sales,2023-08-25,49,active,CERT-5,EMP-005,Team 1
EMP-305,Employee Name 305,technician,2024-09-26,50,active,CERT-1,EMP-006,Team 2
EMP-306,Employee Name 306,senior_tech,2025-01-27,51,active,CERT-2,EMP-007,Team 3
EMP-307,Employee Name 307,manager,2026-02-28,52,active,CERT-3,EMP-008,Team 4
EMP-308,Employee Name 308,dispatcher,2020-03-01,53,active,CERT-4,EMP-009,Team 5
EMP-309,Employee Name 309,sales,2021-04-02,54,active,CERT-5,EMP-010,Team 6
EMP-310,Employee Name 310,technician,2022-05-03,55,on_leave,CERT-1,EMP-011,Team 7
EMP-311,Employee Name 311,senior_tech,2023-06-04,56,active,CERT-2,EMP-012,Team 8
EMP-312,Employee Name 312,manager,2024-07-05,57,active,CERT-3,EMP-013,Team 1
EMP-313,Employee Name 313,dispatcher,2025-08-06,58,active,CERT-4,EMP-014,Team 2
EMP-314,Employee Name 314,sales,2026-09-07,59,active,CERT-5,EMP-015,Team 3
EMP-315,Employee Name 315,technician,2020-01-08,60,terminated,CERT-1,EMP-016,Team 4
EMP-316,Employee Name 316,senior_tech,2021-02-09,61,active,CERT-2,EMP-017,Team 5
EMP-317,Employee Name 317,manager,2022-03-10,62,active,CERT-3,EMP-018,Team 6
EMP-318,Employee Name 318,dispatcher,2023-04-11,63,active,CERT-4,EMP-019,Team 7
EMP-319,Employee Name 319,sales,2024-05-12,64,active,CERT-5,EMP-020,Team 8
EMP-320,Employee Name 320,technician,2025-06-13,25,on_leave,CERT-1,EMP-001,Team 1
EMP-321,Employee Name 321,senior_tech,2026-07-14,26,active,CERT-2,EMP-002,Team 2
EMP-322,Employee Name 322,manager,2020-08-15,27,active,CERT-3,EMP-003,Team 3
EMP-323,Employee Name 323,dispatcher,2021-09-16,28,active,CERT-4,EMP-004,Team 4
EMP-324,Employee Name 324,sales,2022-01-17,29,active,CERT-5,EMP-005,Team 5
EMP-325,Employee Name 325,technician,2023-02-18,30,active,CERT-1,EMP-006,Team 6
EMP-326,Employee Name 326,senior_tech,2024-03-19,31,active,CERT-2,EMP-007,Team 7
EMP-327,Employee Name 327,manager,2025-04-20,32,active,CERT-3,EMP-008,Team 8
EMP-328,Employee Name 328,dispatcher,2026-05-21,33,active,CERT-4,EMP-009,Team 1
EMP-329,Employee Name 329,sales,2020-06-22,34,active,CERT-5,EMP-010,Team 2
EMP-330,Employee Name 330,technician,2021-07-23,35,on_leave,CERT-1,EMP-011,Team 3
EMP-331,Employee Name 331,senior_tech,2022-08-24,36,active,CERT-2,EMP-012,Team 4
EMP-332,Employee Name 332,manager,2023-09-25,37,active,CERT-3,EMP-013,Team 5
EMP-333,Employee Name 333,dispatcher,2024-01-26,38,active,CERT-4,EMP-014,Team 6
EMP-334,Employee Name 334,sales,2025-02-27,39,active,CERT-5,EMP-015,Team 7
EMP-335,Employee Name 335,technician,2026-03-28,40,active,CERT-1,EMP-016,Team 8
EMP-336,Employee Name 336,senior_tech,2020-04-01,41,active,CERT-2,EMP-017,Team 1
EMP-337,Employee Name 337,manager,2021-05-02,42,active,CERT-3,EMP-018,Team 2
EMP-338,Employee Name 338,dispatcher,2022-06-03,43,active,CERT-4,EMP-019,Team 3
EMP-339,Employee Name 339,sales,2023-07-04,44,active,CERT-5,EMP-020,Team 4
EMP-340,Employee Name 340,technician,2024-08-05,45,on_leave,CERT-1,EMP-001,Team 5
EMP-341,Employee Name 341,senior_tech,2025-09-06,46,active,CERT-2,EMP-002,Team 6
EMP-342,Employee Name 342,manager,2026-01-07,47,active,CERT-3,EMP-003,Team 7
EMP-343,Employee Name 343,dispatcher,2020-02-08,48,active,CERT-4,EMP-004,Team 8
EMP-344,Employee Name 344,sales,2021-03-09,49,active,CERT-5,EMP-005,Team 1
EMP-345,Employee Name 345,technician,2022-04-10,50,terminated,CERT-1,EMP-006,Team 2
EMP-346,Employee Name 346,senior_tech,2023-05-11,51,active,CERT-2,EMP-007,Team 3
EMP-347,Employee Name 347,manager,2024-06-12,52,active,CERT-3,EMP-008,Team 4
EMP-348,Employee Name 348,dispatcher,2025-07-13,53,active,CERT-4,EMP-009,Team 5
EMP-349,Employee Name 349,sales,2026-08-14,54,active,CERT-5,EMP-010,Team 6
EMP-350,Employee Name 350,technician,2020-09-15,55,on_leave,CERT-1,EMP-011,Team 7
EMP-351,Employee Name 351,senior_tech,2021-01-16,56,active,CERT-2,EMP-012,Team 8
EMP-352,Employee Name 352,manager,2022-02-17,57,active,CERT-3,EMP-013,Team 1
EMP-353,Employee Name 353,dispatcher,2023-03-18,58,active,CERT-4,EMP-014,Team 2
EMP-354,Employee Name 354,sales,2024-04-19,59,active,CERT-5,EMP-015,Team 3
EMP-355,Employee Name 355,technician,2025-05-20,60,active,CERT-1,EMP-016,Team 4
EMP-356,Employee Name 356,senior_tech,2026-06-21,61,active,CERT-2,EMP-017,Team 5
EMP-357,Employee Name 357,manager,2020-07-22,62,active,CERT-3,EMP-018,Team 6
EMP-358,Employee Name 358,dispatcher,2021-08-23,63,active,CERT-4,EMP-019,Team 7
EMP-359,Employee Name 359,sales,2022-09-24,64,active,CERT-5,EMP-020,Team 8
EMP-360,Employee Name 360,technician,2023-01-25,25,on_leave,CERT-1,EMP-001,Team 1
EMP-361,Employee Name 361,senior_tech,2024-02-26,26,active,CERT-2,EMP-002,Team 2
EMP-362,Employee Name 362,manager,2025-03-27,27,active,CERT-3,EMP-003,Team 3
EMP-363,Employee Name 363,dispatcher,2026-04-28,28,active,CERT-4,EMP-004,Team 4
EMP-364,Employee Name 364,sales,2020-05-01,29,active,CERT-5,EMP-005,Team 5
EMP-365,Employee Name 365,technician,2021-06-02,30,active,CERT-1,EMP-006,Team 6
EMP-366,Employee Name 366,senior_tech,2022-07-03,31,active,CERT-2,EMP-007,Team 7
EMP-367,Employee Name 367,manager,2023-08-04,32,active,CERT-3,EMP-008,Team 8
EMP-368,Employee Name 368,dispatcher,2024-09-05,33,active,CERT-4,EMP-009,Team 1
EMP-369,Employee Name 369,sales,2025-01-06,34,active,CERT-5,EMP-010,Team 2
EMP-370,Employee Name 370,technician,2026-02-07,35,on_leave,CERT-1,EMP-011,Team 3
EMP-371,Employee Name 371,senior_tech,2020-03-08,36,active,CERT-2,EMP-012,Team 4
EMP-372,Employee Name 372,manager,2021-04-09,37,active,CERT-3,EMP-013,Team 5
EMP-373,Employee Name 373,dispatcher,2022-05-10,38,active,CERT-4,EMP-014,Team 6
EMP-374,Employee Name 374,sales,2023-06-11,39,active,CERT-5,EMP-015,Team 7
EMP-375,Employee Name 375,technician,2024-07-12,40,terminated,CERT-1,EMP-016,Team 8
EMP-376,Employee Name 376,senior_tech,2025-08-13,41,active,CERT-2,EMP-017,Team 1
EMP-377,Employee Name 377,manager,2026-09-14,42,active,CERT-3,EMP-018,Team 2
EMP-378,Employee Name 378,dispatcher,2020-01-15,43,active,CERT-4,EMP-019,Team 3
EMP-379,Employee Name 379,sales,2021-02-16,44,active,CERT-5,EMP-020,Team 4
EMP-380,Employee Name 380,technician,2022-03-17,45,on_leave,CERT-1,EMP-001,Team 5
EMP-381,Employee Name 381,senior_tech,2023-04-18,46,active,CERT-2,EMP-002,Team 6
EMP-382,Employee Name 382,manager,2024-05-19,47,active,CERT-3,EMP-003,Team 7
EMP-383,Employee Name 383,dispatcher,2025-06-20,48,active,CERT-4,EMP-004,Team 8
EMP-384,Employee Name 384,sales,2026-07-21,49,active,CERT-5,EMP-005,Team 1
EMP-385,Employee Name 385,technician,2020-08-22,50,active,CERT-1,EMP-006,Team 2
EMP-386,Employee Name 386,senior_tech,2021-09-23,51,active,CERT-2,EMP-007,Team 3
EMP-387,Employee Name 387,manager,2022-01-24,52,active,CERT-3,EMP-008,Team 4
EMP-388,Employee Name 388,dispatcher,2023-02-25,53,active,CERT-4,EMP-009,Team 5
EMP-389,Employee Name 389,sales,2024-03-26,54,active,CERT-5,EMP-010,Team 6
EMP-390,Employee Name 390,technician,2025-04-27,55,on_leave,CERT-1,EMP-011,Team 7
EMP-391,Employee Name 391,senior_tech,2026-05-28,56,active,CERT-2,EMP-012,Team 8
EMP-392,Employee Name 392,manager,2020-06-01,57,active,CERT-3,EMP-013,Team 1
EMP-393,Employee Name 393,dispatcher,2021-07-02,58,active,CERT-4,EMP-014,Team 2
EMP-394,Employee Name 394,sales,2022-08-03,59,active,CERT-5,EMP-015,Team 3
EMP-395,Employee Name 395,technician,2023-09-04,60,active,CERT-1,EMP-016,Team 4
EMP-396,Employee Name 396,senior_tech,2024-01-05,61,active,CERT-2,EMP-017,Team 5
EMP-397,Employee Name 397,manager,2025-02-06,62,active,CERT-3,EMP-018,Team 6
EMP-398,Employee Name 398,dispatcher,2026-03-07,63,active,CERT-4,EMP-019,Team 7
EMP-399,Employee Name 399,sales,2020-04-08,64,active,CERT-5,EMP-020,Team 8
EMP-400,Employee Name 400,technician,2021-05-09,25,on_leave,CERT-1,EMP-001,Team 1
EMP-401,Employee Name 401,senior_tech,2022-06-10,26,active,CERT-2,EMP-002,Team 2
EMP-402,Employee Name 402,manager,2023-07-11,27,active,CERT-3,EMP-003,Team 3
EMP-403,Employee Name 403,dispatcher,2024-08-12,28,active,CERT-4,EMP-004,Team 4
EMP-404,Employee Name 404,sales,2025-09-13,29,active,CERT-5,EMP-005,Team 5
EMP-405,Employee Name 405,technician,2026-01-14,30,terminated,CERT-1,EMP-006,Team 6
EMP-406,Employee Name 406,senior_tech,2020-02-15,31,active,CERT-2,EMP-007,Team 7
EMP-407,Employee Name 407,manager,2021-03-16,32,active,CERT-3,EMP-008,Team 8
EMP-408,Employee Name 408,dispatcher,2022-04-17,33,active,CERT-4,EMP-009,Team 1
EMP-409,Employee Name 409,sales,2023-05-18,34,active,CERT-5,EMP-010,Team 2
EMP-410,Employee Name 410,technician,2024-06-19,35,on_leave,CERT-1,EMP-011,Team 3
EMP-411,Employee Name 411,senior_tech,2025-07-20,36,active,CERT-2,EMP-012,Team 4
EMP-412,Employee Name 412,manager,2026-08-21,37,active,CERT-3,EMP-013,Team 5
EMP-413,Employee Name 413,dispatcher,2020-09-22,38,active,CERT-4,EMP-014,Team 6
EMP-414,Employee Name 414,sales,2021-01-23,39,active,CERT-5,EMP-015,Team 7
EMP-415,Employee Name 415,technician,2022-02-24,40,active,CERT-1,EMP-016,Team 8
EMP-416,Employee Name 416,senior_tech,2023-03-25,41,active,CERT-2,EMP-017,Team 1
EMP-417,Employee Name 417,manager,2024-04-26,42,active,CERT-3,EMP-018,Team 2
EMP-418,Employee Name 418,dispatcher,2025-05-27,43,active,CERT-4,EMP-019,Team 3
EMP-419,Employee Name 419,sales,2026-06-28,44,active,CERT-5,EMP-020,Team 4
EMP-420,Employee Name 420,technician,2020-07-01,45,on_leave,CERT-1,EMP-001,Team 5
EMP-421,Employee Name 421,senior_tech,2021-08-02,46,active,CERT-2,EMP-002,Team 6
EMP-422,Employee Name 422,manager,2022-09-03,47,active,CERT-3,EMP-003,Team 7
EMP-423,Employee Name 423,dispatcher,2023-01-04,48,active,CERT-4,EMP-004,Team 8
EMP-424,Employee Name 424,sales,2024-02-05,49,active,CERT-5,EMP-005,Team 1
EMP-425,Employee Name 425,technician,2025-03-06,50,active,CERT-1,EMP-006,Team 2
EMP-426,Employee Name 426,senior_tech,2026-04-07,51,active,CERT-2,EMP-007,Team 3
EMP-427,Employee Name 427,manager,2020-05-08,52,active,CERT-3,EMP-008,Team 4
EMP-428,Employee Name 428,dispatcher,2021-06-09,53,active,CERT-4,EMP-009,Team 5
EMP-429,Employee Name 429,sales,2022-07-10,54,active,CERT-5,EMP-010,Team 6
EMP-430,Employee Name 430,technician,2023-08-11,55,on_leave,CERT-1,EMP-011,Team 7
EMP-431,Employee Name 431,senior_tech,2024-09-12,56,active,CERT-2,EMP-012,Team 8
EMP-432,Employee Name 432,manager,2025-01-13,57,active,CERT-3,EMP-013,Team 1
EMP-433,Employee Name 433,dispatcher,2026-02-14,58,active,CERT-4,EMP-014,Team 2
EMP-434,Employee Name 434,sales,2020-03-15,59,active,CERT-5,EMP-015,Team 3
EMP-435,Employee Name 435,technician,2021-04-16,60,terminated,CERT-1,EMP-016,Team 4
EMP-436,Employee Name 436,senior_tech,2022-05-17,61,active,CERT-2,EMP-017,Team 5
EMP-437,Employee Name 437,manager,2023-06-18,62,active,CERT-3,EMP-018,Team 6
EMP-438,Employee Name 438,dispatcher,2024-07-19,63,active,CERT-4,EMP-019,Team 7
EMP-439,Employee Name 439,sales,2025-08-20,64,active,CERT-5,EMP-020,Team 8
EMP-440,Employee Name 440,technician,2026-09-21,25,on_leave,CERT-1,EMP-001,Team 1
EMP-441,Employee Name 441,senior_tech,2020-01-22,26,active,CERT-2,EMP-002,Team 2
EMP-442,Employee Name 442,manager,2021-02-23,27,active,CERT-3,EMP-003,Team 3
EMP-443,Employee Name 443,dispatcher,2022-03-24,28,active,CERT-4,EMP-004,Team 4
EMP-444,Employee Name 444,sales,2023-04-25,29,active,CERT-5,EMP-005,Team 5
EMP-445,Employee Name 445,technician,2024-05-26,30,active,CERT-1,EMP-006,Team 6
EMP-446,Employee Name 446,senior_tech,2025-06-27,31,active,CERT-2,EMP-007,Team 7
EMP-447,Employee Name 447,manager,2026-07-28,32,active,CERT-3,EMP-008,Team 8
EMP-448,Employee Name 448,dispatcher,2020-08-01,33,active,CERT-4,EMP-009,Team 1
EMP-449,Employee Name 449,sales,2021-09-02,34,active,CERT-5,EMP-010,Team 2
EMP-450,Employee Name 450,technician,2022-01-03,35,on_leave,CERT-1,EMP-011,Team 3
EMP-451,Employee Name 451,senior_tech,2023-02-04,36,active,CERT-2,EMP-012,Team 4
EMP-452,Employee Name 452,manager,2024-03-05,37,active,CERT-3,EMP-013,Team 5
EMP-453,Employee Name 453,dispatcher,2025-04-06,38,active,CERT-4,EMP-014,Team 6
EMP-454,Employee Name 454,sales,2026-05-07,39,active,CERT-5,EMP-015,Team 7
EMP-455,Employee Name 455,technician,2020-06-08,40,active,CERT-1,EMP-016,Team 8
EMP-456,Employee Name 456,senior_tech,2021-07-09,41,active,CERT-2,EMP-017,Team 1
EMP-457,Employee Name 457,manager,2022-08-10,42,active,CERT-3,EMP-018,Team 2
EMP-458,Employee Name 458,dispatcher,2023-09-11,43,active,CERT-4,EMP-019,Team 3
EMP-459,Employee Name 459,sales,2024-01-12,44,active,CERT-5,EMP-020,Team 4
EMP-460,Employee Name 460,technician,2025-02-13,45,on_leave,CERT-1,EMP-001,Team 5
EMP-461,Employee Name 461,senior_tech,2026-03-14,46,active,CERT-2,EMP-002,Team 6
EMP-462,Employee Name 462,manager,2020-04-15,47,active,CERT-3,EMP-003,Team 7
EMP-463,Employee Name 463,dispatcher,2021-05-16,48,active,CERT-4,EMP-004,Team 8
EMP-464,Employee Name 464,sales,2022-06-17,49,active,CERT-5,EMP-005,Team 1
EMP-465,Employee Name 465,technician,2023-07-18,50,terminated,CERT-1,EMP-006,Team 2
EMP-466,Employee Name 466,senior_tech,2024-08-19,51,active,CERT-2,EMP-007,Team 3
EMP-467,Employee Name 467,manager,2025-09-20,52,active,CERT-3,EMP-008,Team 4
EMP-468,Employee Name 468,dispatcher,2026-01-21,53,active,CERT-4,EMP-009,Team 5
EMP-469,Employee Name 469,sales,2020-02-22,54,active,CERT-5,EMP-010,Team 6
EMP-470,Employee Name 470,technician,2021-03-23,55,on_leave,CERT-1,EMP-011,Team 7
EMP-471,Employee Name 471,senior_tech,2022-04-24,56,active,CERT-2,EMP-012,Team 8
EMP-472,Employee Name 472,manager,2023-05-25,57,active,CERT-3,EMP-013,Team 1
EMP-473,Employee Name 473,dispatcher,2024-06-26,58,active,CERT-4,EMP-014,Team 2
EMP-474,Employee Name 474,sales,2025-07-27,59,active,CERT-5,EMP-015,Team 3
EMP-475,Employee Name 475,technician,2026-08-28,60,active,CERT-1,EMP-016,Team 4
EMP-476,Employee Name 476,senior_tech,2020-09-01,61,active,CERT-2,EMP-017,Team 5
EMP-477,Employee Name 477,manager,2021-01-02,62,active,CERT-3,EMP-018,Team 6
EMP-478,Employee Name 478,dispatcher,2022-02-03,63,active,CERT-4,EMP-019,Team 7
EMP-479,Employee Name 479,sales,2023-03-04,64,active,CERT-5,EMP-020,Team 8
EMP-480,Employee Name 480,technician,2024-04-05,25,on_leave,CERT-1,EMP-001,Team 1
EMP-481,Employee Name 481,senior_tech,2025-05-06,26,active,CERT-2,EMP-002,Team 2
EMP-482,Employee Name 482,manager,2026-06-07,27,active,CERT-3,EMP-003,Team 3
EMP-483,Employee Name 483,dispatcher,2020-07-08,28,active,CERT-4,EMP-004,Team 4
EMP-484,Employee Name 484,sales,2021-08-09,29,active,CERT-5,EMP-005,Team 5
EMP-485,Employee Name 485,technician,2022-09-10,30,active,CERT-1,EMP-006,Team 6
EMP-486,Employee Name 486,senior_tech,2023-01-11,31,active,CERT-2,EMP-007,Team 7
EMP-487,Employee Name 487,manager,2024-02-12,32,active,CERT-3,EMP-008,Team 8
EMP-488,Employee Name 488,dispatcher,2025-03-13,33,active,CERT-4,EMP-009,Team 1
EMP-489,Employee Name 489,sales,2026-04-14,34,active,CERT-5,EMP-010,Team 2
EMP-490,Employee Name 490,technician,2020-05-15,35,on_leave,CERT-1,EMP-011,Team 3
EMP-491,Employee Name 491,senior_tech,2021-06-16,36,active,CERT-2,EMP-012,Team 4
EMP-492,Employee Name 492,manager,2022-07-17,37,active,CERT-3,EMP-013,Team 5
EMP-493,Employee Name 493,dispatcher,2023-08-18,38,active,CERT-4,EMP-014,Team 6
EMP-494,Employee Name 494,sales,2024-09-19,39,active,CERT-5,EMP-015,Team 7
EMP-495,Employee Name 495,technician,2025-01-20,40,terminated,CERT-1,EMP-016,Team 8
EMP-496,Employee Name 496,senior_tech,2026-02-21,41,active,CERT-2,EMP-017,Team 1
EMP-497,Employee Name 497,manager,2020-03-22,42,active,CERT-3,EMP-018,Team 2
EMP-498,Employee Name 498,dispatcher,2021-04-23,43,active,CERT-4,EMP-019,Team 3
EMP-499,Employee Name 499,sales,2022-05-24,44,active,CERT-5,EMP-020,Team 4
EMP-500,Employee Name 500,technician,2023-06-25,45,on_leave,CERT-1,EMP-001,Team 5
