vendor_id,name,category,contact_name,contact_email,contact_phone,payment_terms,status,annual_spend
VEN-0272,Vendor Name 272,software,Contact 272,vendor272@supplier.com,555-1272,Net 45,active,32200
VEN-0273,Vendor Name 273,services,Contact 273,vendor273@supplier.com,555-1273,Net 60,active,32300
VEN-0274,Vendor Name 274,parts,Contact 274,vendor274@supplier.com,555-1274,Net 75,active,32400
VEN-0275,Vendor Name 275,supplies,Contact 275,vendor275@supplier.com,555-1275,Net 90,active,32500
VEN-0276,Vendor Name 276,equipment,Contact 276,vendor276@supplier.com,555-1276,Net 15,active,32600
VEN-0277,Vendor Name 277,software,Contact 277,vendor277@supplier.com,555-1277,Net 30,active,32700
VEN-0278,Vendor Name 278,services,Contact 278,vendor278@supplier.com,555-1278,Net 45,active,32800
VEN-0279,Vendor Name 279,parts,Contact 279,vendor279@supplier.com,555-1279,Net 60,active,32900
VEN-0280,Vendor Name 280,supplies,Contact 280,vendor280@supplier.com,555-1280,Net 75,inactive,33000
VEN-0281,Vendor Name 281,equipment,Contact 281,vendor281@supplier.com,555-1281,Net 90,active,33100
VEN-0282,Vendor Name 282,software,Contact 282,vendor282@supplier.com,555-1282,Net 15,active,33200
VEN-0283,Vendor Name 283,services,Contact 283,vendor283@supplier.com,555-1283,Net 30,active,33300
VEN-0284,Vendor Name 284,parts,Contact 284,vendor284@supplier.com,555-1284,Net 45,active,33400
VEN-0285,Vendor Name 285,supplies,Contact 285,vendor285@supplier.com,555-1285,Net 60,pending_review,33500
VEN-0286,Vendor Name 286,equipment,Contact 286,vendor286@supplier.com,555-1286,Net 75,active,33600
VEN-0287,Vendor Name 287,software,Contact 287,vendor287@supplier.com,555-1287,Net 90,active,33700
VEN-0288,Vendor Name 288,services,Contact 288,vendor288@supplier.com,555-1288,Net 15,active,33800
VEN-0289,Vendor Name 289,parts,Contact 289,vendor289@supplier.com,555-1289,Net 30,active,33900
VEN-0290,Vendor Name 290,supplies,Contact 290,vendor290@supplier.com,555-1290,Net 45,inactive,34000
VEN-0291,Vendor Name 291,equipment,Contact 291,vendor291@supplier.com,555-1291,Net 60,active,34100
VEN-0292,Vendor Name 292,software,Contact 292,vendor292@supplier.com,555-1292,Net 75,active,34200
VEN-0293,Vendor Name 293,services,Contact 293,vendor293@supplier.com,555-1293,Net 90,active,34300
VEN-0294,Vendor Name 294,parts,Contact 294,vendor294@supplier.com,555-1294,Net 15,active,34400
VEN-0295,Vendor Name 295,supplies,Contact 295,vendor295@supplier.com,555-1295,Net 30,active,34500
VEN-0296,Vendor Name 296,equipment,Contact 296,vendor296@supplier.com,555-1296,Net 45,active,34600
VEN-0297,Vendor Name 297,software,Contact 297,vendor297@supplier.com,555-1297,Net 60,active,34700
VEN-0298,Vendor Name 298,services,Contact 298,vendor298@supplier.com,555-1298,Net 75,active,34800
VEN-0299,Vendor Name 299,parts,Contact 299,vendor299@supplier.com,555-1299,Net 90,active,34900
VEN-0300,Vendor Name 300,supplies,Contact 300,vendor300@supplier.com,555-1300,Net 15,inactive,35000
VEN-0301,Vendor Name 301,equipment,Contact 301,vendor301@supplier.com,555-1301,Net 30,active,35100
VEN-0302,Vendor Name 302,software,Contact 302,vendor302@supplier.com,555-1302,Net 45,active,35200
VEN-0303,Vendor Name 303,services,Contact 303,vendor303@supplier.com,555-1303,Net 60,active,35300
VEN-0304,Vendor Name 304,parts,Contact 304,vendor304@supplier.com,555-1304,Net 75,active,35400
VEN-0305,Vendor Name 305,supplies,Contact 305,vendor305@supplier.com,555-1305,Net 90,active,35500
VEN-0306,Vendor Name 306,equipment,Contact 306,vendor306@supplier.com,555-1306,Net 15,active,35600
VEN-0307,Vendor Name 307,software,Contact 307,vendor307@supplier.com,555-1307,Net 30,active,35700
VEN-0308,Vendor Name 308,services,Contact 308,vendor308@supplier.com,555-1308,Net 45,active,35800
VEN-0309,Vendor Name 309,parts,Contact 309,vendor309@supplier.com,555-1309,Net 60,active,35900
VEN-0310,Vendor Name 310,supplies,Contact 310,vendor310@supplier.com,555-1310,Net 75,inactive,36000
VEN-0311,Vendor Name 311,equipment,Contact 311,vendor311@supplier.com,555-1311,Net 90,active,36100
VEN-0312,Vendor Name 312,software,Contact 312,vendor312@supplier.com,555-1312,Net 15,active,36200
VEN-0313,Vendor Name 313,services,Contact 313,vendor313@supplier.com,555-1313,Net 30,active,36300
VEN-0314,Vendor Name 314,parts,Contact 314,vendor314@supplier.com,555-1314,Net 45,active,36400
VEN-0315,Vendor Name 315,supplies,Contact 315,vendor315@supplier.com,555-1315,Net 60,pending_review,36500
VEN-0316,Vendor Name 316,equipment,Contact 316,vendor316@supplier.com,555-1316,Net 75,active,36600
VEN-0317,Vendor Name 317,software,Contact 317,vendor317@supplier.com,555-1317,Net 90,active,36700
VEN-0318,Vendor Name 318,services,Contact 318,vendor318@supplier.com,555-1318,Net 15,active,36800
VEN-0319,Vendor Name 319,parts,Contact 319,vendor319@supplier.com,555-1319,Net 30,active,36900
VEN-0320,Vendor Name 320,supplies,Contact 320,vendor320@supplier.com,555-1320,Net 45,inactive,37000
VEN-0321,Vendor Name 321,equipment,Contact 321,vendor321@supplier.com,555-1321,Net 60,active,37100
VEN-0322,Vendor Name 322,software,Contact 322,vendor322@supplier.com,555-1322,Net 75,active,37200
VEN-0323,Vendor Name 323,services,Contact 323,vendor323@supplier.com,555-1323,Net 90,active,37300
VEN-0324,Vendor Name 324,parts,Contact 324,vendor324@supplier.com,555-1324,Net 15,active,37400
VEN-0325,Vendor Name 325,supplies,Contact 325,vendor325@supplier.com,555-1325,Net 30,active,37500
VEN-0326,Vendor Name 326,equipment,Contact 326,vendor326@supplier.com,555-1326,Net 45,active,37600
VEN-0327,Vendor Name 327,software,Contact 327,vendor327@supplier.com,555-1327,Net 60,active,37700
VEN-0328,Vendor Name 328,services,Contact 328,vendor328@supplier.com,555-1328,Net 75,active,37800
VEN-0329,Vendor Name 329,parts,Contact 329,vendor329@supplier.com,555-1329,Net 90,active,37900
VEN-0330,Vendor Name 330,supplies,Contact 330,vendor330@supplier.com,555-1330,Net 15,inactive,38000
VEN-0331,Vendor Name 331,equipment,Contact 331,vendor331@supplier.com,555-1331,Net 30,active,38100
VEN-0332,Vendor Name 332,software,Contact 332,vendor332@supplier.com,555-1332,Net 45,active,38200
VEN-0333,Vendor Name 333,services,Contact 333,vendor333@supplier.com,555-1333,Net 60,active,38300
VEN-0334,Vendor Name 334,parts,Contact 334,vendor334@supplier.com,555-1334,Net 75,active,38400
VEN-0335,Vendor Name 335,supplies,Contact 335,vendor335@supplier.com,555-1335,Net 90,active,38500
VEN-0336,Vendor Name 336,equipment,Contact 336,vendor336@supplier.com,555-1336,Net 15,active,38600
VEN-0337,Vendor Name 337,software,Contact 337,vendor337@supplier.com,555-1337,Net 30,active,38700
VEN-0338,Vendor Name 338,services,Contact 338,vendor338@supplier.com,555-1338,Net 45,active,38800
VEN-0339,Vendor Name 339,parts,Contact 339,vendor339@supplier.com,555-1339,Net 60,active,38900
VEN-0340,Vendor Name 340,supplies,Contact 340,vendor340@supplier.com,555-1340,Net 75,inactive,39000
VEN-0341,Vendor Name 341,equipment,Contact 341,vendor341@supplier.com,555-1341,Net 90,active,39100
VEN-0342,Vendor Name 342,software,Contact 342,vendor342@supplier.com,555-1342,Net 15,active,39200
VEN-0343,Vendor Name 343,services,Contact 343,vendor343@supplier.com,555-1343,Net 30,active,39300
VEN-0344,Vendor Name 344,parts,Contact 344,vendor344@supplier.com,555-1344,Net 45,active,39400
VEN-0345,Vendor Name 345,supplies,Contact 345,vendor345@supplier.com,555-1345,Net 60,pending_review,39500
VEN-0346,Vendor Name 346,equipment,Contact 346,vendor346@supplier.com,555-1346,Net 75,active,39600
VEN-0347,Vendor Name 347,software,Contact 347,vendor347@supplier.com,555-1347,Net 90,active,39700
VEN-0348,Vendor Name 348,services,Contact 348,vendor348@supplier.com,555-1348,Net 15,active,39800
VEN-0349,Vendor Name 349,parts,Contact 349,vendor349@supplier.com,555-1349,Net 30,active,39900
VEN-0350,Vendor Name 350,supplies,Contact 350,vendor350@supplier.com,555-1350,Net 45,inactive,40000
VEN-0351,Vendor Name 351,equipment,Contact 351,vendor351@supplier.com,555-1351,Net 60,active,40100
VEN-0352,Vendor Name 352,software,Contact 352,vendor352@supplier.com,555-1352,Net 75,active,40200
VEN-0353,Vendor Name 353,services,Contact 353,vendor353@supplier.com,555-1353,Net 90,active,40300
VEN-0354,Vendor Name 354,parts,Contact 354,vendor354@supplier.com,555-1354,Net 15,active,40400
VEN-0355,Vendor Name 355,supplies,Contact 355,vendor355@supplier.com,555-1355,Net 30,active,40500
VEN-0356,Vendor Name 356,equipment,Contact 356,vendor356@supplier.com,555-1356,Net 45,active,40600
VEN-0357,Vendor Name 357,software,Contact 357,vendor357@supplier.com,555-1357,Net 60,active,40700
VEN-0358,Vendor Name 358,services,Contact 358,vendor358@supplier.com,555-1358,Net 75,active,40800
VEN-0359,Vendor Name 359,parts,Contact 359,vendor359@supplier.com,555-1359,Net 90,active,40900
VEN-0360,Vendor Name 360,supplies,Contact 360,vendor360@supplier.com,555-1360,Net 15,inactive,41000
VEN-0361,Vendor Name 361,equipment,Contact 361,vendor361@supplier.com,555-1361,Net 30,active,41100
VEN-0362,Vendor Name 362,software,Contact 362,vendor362@supplier.com,555-1362,Net 45,active,41200
VEN-0363,Vendor Name 363,services,Contact 363,vendor363@supplier.com,555-1363,Net 60,active,41300
VEN-0364,Vendor Name 364,parts,Contact 364,vendor364@supplier.com,555-1364,Net 75,active,41400
VEN-0365,Vendor Name 365,supplies,Contact 365,vendor365@supplier.com,555-1365,Net 90,active,41500
VEN-0366,Vendor Name 366,equipment,Contact 366,vendor366@supplier.com,555-1366,Net 15,active,41600
VEN-0367,Vendor Name 367,software,Contact 367,vendor367@supplier.com,555-1367,Net 30,active,41700
VEN-0368,Vendor Name 368,services,Contact 368,vendor368@supplier.com,555-1368,Net 45,active,41800
VEN-0369,Vendor Name 369,parts,Contact 369,vendor369@supplier.com,555-1369,Net 60,active,41900
VEN-0370,Vendor Name 370,supplies,Contact 370,vendor370@supplier.com,555-1370,Net 75,inactive,42000
VEN-0371,Vendor Name 371,equipment,Contact 371,vendor371@supplier.com,555-1371,Net 90,active,42100
VEN-0372,Vendor Name 372,software,Contact 372,vendor372@supplier.com,555-1372,Net 15,active,42200
VEN-0373,Vendor Name 373,services,Contact 373,vendor373@supplier.com,555-1373,Net 30,active,42300
VEN-0374,Vendor Name 374,parts,Contact 374,vendor374@supplier.com,555-1374,Net 45,active,42400
VEN-0375,Vendor Name 375,supplies,Contact 375,vendor375@supplier.com,555-1375,Net 60,pending_review,42500
VEN-0376,Vendor Name 376,equipment,Contact 376,vendor376@supplier.com,555-1376,Net 75,active,42600
VEN-0377,Vendor Name 377,software,Contact 377,vendor377@supplier.com,555-1377,Net 90,active,42700
VEN-0378,Vendor Name 378,services,Contact 378,vendor378@supplier.com,555-1378,Net 15,active,42800
VEN-0379,Vendor Name 379,parts,Contact 379,vendor379@supplier.com,555-1379,Net 30,active,42900
VEN-0380,Vendor Name 380,supplies,Contact 380,vendor380@supplier.com,555-1380,Net 45,inactive,43000
VEN-0381,Vendor Name 381,equipment,Contact 381,vendor381@supplier.com,555-1381,Net 60,active,43100
VEN-0382,Vendor Name 382,software,Contact 382,vendor382@supplier.com,555-1382,Net 75,active,43200
VEN-0383,Vendor Name 383,services,Contact 383,vendor383@supplier.com,555-1383,Net 90,active,43300
VEN-0384,Vendor Name 384,parts,Contact 384,vendor384@supplier.com,555-1384,Net 15,active,43400
VEN-0385,Vendor Name 385,supplies,Contact 385,vendor385@supplier.com,555-1385,Net 30,active,43500
VEN-0386,Vendor Name 386,equipment,Contact 386,vendor386@supplier.com,555-1386,Net 45,active,43600
VEN-0387,Vendor Name 387,software,Contact 387,vendor387@supplier.com,555-1387,Net 60,active,43700
VEN-0388,Vendor Name 388,services,Contact 388,vendor388@supplier.com,555-1388,Net 75,active,43800
VEN-0389,Vendor Name 389,parts,Contact 389,vendor389@supplier.com,555-1389,Net 90,active,43900
VEN-0390,Vendor Name 390,supplies,Contact 390,vendor390@supplier.com,555-1390,Net 15,inactive,44000
VEN-0391,Vendor Name 391,equipment,Contact 391,vendor391@supplier.com,555-1391,Net 30,active,44100
VEN-0392,Vendor Name 392,software,Contact 392,vendor392@supplier.com,555-1392,Net 45,active,44200
VEN-0393,Vendor Name 393,services,Contact 393,vendor393@supplier.com,555-1393,Net 60,active,44300
VEN-0394,Vendor Name 394,parts,Contact 394,vendor394@supplier.com,555-1394,Net 75,active,44400
VEN-0395,Vendor Name 395,supplies,Contact 395,vendor395@supplier.com,555-1395,Net 90,active,44500
VEN-0396,Vendor Name 396,equipment,Contact 396,vendor396@supplier.com,555-1396,Net 15,active,44600
VEN-0397,Vendor Name 397,software,Contact 397,vendor397@supplier.com,555-1397,Net 30,active,44700
VEN-0398,Vendor Name 398,services,Contact 398,vendor398@supplier.com,555-1398,Net 45,active,44800
VEN-0399,Vendor Name 399,parts,Contact 399,vendor399@supplier.com,555-1399,Net 60,active,44900
VEN-0400,Vendor Name 400,supplies,Contact 400,vendor400@supplier.com,555-1400,Net 75,inactive,45000
VEN-0401,Vendor Name 401,equipment,Contact 401,vendor401@supplier.com,555-1401,Net 90,active,45100
VEN-0402,Vendor Name 402,software,Contact 402,vendor402@supplier.com,555-1402,Net 15,active,45200
VEN-0403,Vendor Name 403,services,Contact 403,vendor403@supplier.com,555-1403,Net 30,active,45300
VEN-0404,Vendor Name 404,parts,Contact 404,vendor404@supplier.com,555-1404,Net 45,active,45400
VEN-0405,Vendor Name 405,supplies,Contact 405,vendor405@supplier.com,555-1405,Net 60,pending_review,45500
VEN-0406,Vendor Name 406,equipment,Contact 406,vendor406@supplier.com,555-1406,Net 75,active,45600
VEN-0407,Vendor Name 407,software,Contact 407,vendor407@supplier.com,555-1407,Net 90,active,45700
VEN-0408,Vendor Name 408,services,Contact 408,vendor408@supplier.com,555-1408,Net 15,active,45800
VEN-0409,Vendor Name 409,parts,Contact 409,vendor409@supplier.com,555-1409,Net 30,active,45900
VEN-0410,Vendor Name 410,supplies,Contact 410,vendor410@supplier.com,555-1410,Net 45,inactive,46000
VEN-0411,Vendor Name 411,equipment,Contact 411,vendor411@supplier.com,555-1411,Net 60,active,46100
VEN-0412,Vendor Name 412,software,Contact 412,vendor412@supplier.com,555-1412,Net 75,active,46200
VEN-0413,Vendor Name 413,services,Contact 413,vendor413@supplier.com,555-1413,Net 90,active,46300
VEN-0414,Vendor Name 414,parts,Contact 414,vendor414@supplier.com,555-1414,Net 15,active,46400
VEN-0415,Vendor Name 415,supplies,Contact 415,vendor415@supplier.com,555-1415,Net 30,active,46500
VEN-0416,Vendor Name 416,equipment,Contact 416,vendor416@supplier.com,555-1416,Net 45,active,46600
VEN-0417,Vendor Name 417,software,Contact 417,vendor417@supplier.com,555-1417,Net 60,active,46700
VEN-0418,Vendor Name 418,services,Contact 418,vendor418@supplier.com,555-1418,Net 75,active,46800
VEN-0419,Vendor Name 419,parts,Contact 419,vendor419@supplier.com,555-1419,Net 90,active,46900
VEN-0420,Vendor Name 420,supplies,Contact 420,vendor420@supplier.com,555-1420,Net 15,inactive,47000
VEN-0421,Vendor Name 421,equipment,Contact 421,vendor421@supplier.com,555-1421,Net 30,active,47100
VEN-0422,Vendor Name 422,software,Contact 422,vendor422@supplier.com,555-1422,Net 45,active,47200
VEN-0423,Vendor Name 423,services,Contact 423,vendor423@supplier.com,555-1423,Net 60,active,47300
VEN-0424,Vendor Name 424,parts,Contact 424,vendor424@supplier.com,555-1424,Net 75,active,47400
VEN-0425,Vendor Name 425,supplies,Contact 425,vendor425@supplier.com,555-1425,Net 90,active,47500
VEN-0426,Vendor Name 426,equipment,Contact 426,vendor426@supplier.com,555-1426,Net 15,active,47600
VEN-0427,Vendor Name 427,software,Contact 427,vendor427@supplier.com,555-1427,Net 30,active,47700
VEN-0428,Vendor Name 428,services,Contact 428,vendor428@supplier.com,555-1428,Net 45,active,47800
VEN-0429,Vendor Name 429,parts,Contact 429,vendor429@supplier.com,555-1429,Net 60,active,47900
VEN-0430,Vendor Name 430,supplies,Contact 430,vendor430@supplier.com,555-1430,Net 75,inactive,48000
VEN-0431,Vendor Name 431,equipment,Contact 431,vendor431@supplier.com,555-1431,Net 90,active,48100
VEN-0432,Vendor Name 432,software,Contact 432,vendor432@supplier.com,555-1432,Net 15,active,48200
VEN-0433,Vendor Name 433,services,Contact 433,vendor433@supplier.com,555-1433,Net 30,active,48300
VEN-0434,Vendor Name 434,parts,Contact 434,vendor434@supplier.com,555-1434,Net 45,active,48400
VEN-0435,Vendor Name 435,supplies,Contact 435,vendor435@supplier.com,555-1435,Net 60,pending_review,48500
VEN-0436,Vendor Name 436,equipment,Contact 436,vendor436@supplier.com,555-1436,Net 75,active,48600
VEN-0437,Vendor Name 437,software,Contact 437,vendor437@supplier.com,555-1437,Net 90,active,48700
VEN-0438,Vendor Name 438,services,Contact 438,vendor438@supplier.com,555-1438,Net 15,active,48800
VEN-0439,Vendor Name 439,parts,Contact 439,vendor439@supplier.com,555-1439,Net 30,active,48900
VEN-0440,Vendor Name 440,supplies,Contact 440,vendor440@supplier.com,555-1440,Net 45,inactive,49000
VEN-0441,Vendor Name 441,equipment,Contact 441,vendor441@supplier.com,555-1441,Net 60,active,49100
VEN-0442,Vendor Name 442,software,Contact 442,vendor442@supplier.com,555-1442,Net 75,active,49200
VEN-0443,Vendor Name 443,services,Contact 443,vendor443@supplier.com,555-1443,Net 90,active,49300
VEN-0444,Vendor Name 444,parts,Contact 444,vendor444@supplier.com,555-1444,Net 15,active,49400
VEN-0445,Vendor Name 445,supplies,Contact 445,vendor445@supplier.com,555-1445,Net 30,active,49500
VEN-0446,Vendor Name 446,equipment,Contact 446,vendor446@supplier.com,555-1446,Net 45,active,49600
VEN-0447,Vendor Name 447,software,Contact 447,vendor447@supplier.com,555-1447,Net 60,active,49700
VEN-0448,Vendor Name 448,services,Contact 448,vendor448@supplier.com,555-1448,Net 75,active,49800
VEN-0449,Vendor Name 449,parts,Contact 449,vendor449@supplier.com,555-1449,Net 90,active,49900
VEN-0450,Vendor Name 450,supplies,Contact 450,vendor450@supplier.com,555-1450,Net 15,inactive,50000
VEN-0451,Vendor Name 451,equipment,Contact 451,vendor451@supplier.com,555-1451,Net 30,active,50100
VEN-0452,Vendor Name 452,software,Contact 452,vendor452@supplier.com,555-1452,Net 45,active,50200
VEN-0453,Vendor Name 453,services,Contact 453,vendor453@supplier.com,555-1453,Net 60,active,50300
VEN-0454,Vendor Name 454,parts,Contact 454,vendor454@supplier.com,555-1454,Net 75,active,50400
VEN-0455,Vendor Name 455,supplies,Contact 455,vendor455@supplier.com,555-1455,Net 90,active,50500
VEN-0456,Vendor Name 456,equipment,Contact 456,vendor456@supplier.com,555-1456,Net 15,active,50600
VEN-0457,Vendor Name 457,software,Contact 457,vendor457@supplier.com,555-1457,Net 30,active,50700
VEN-0458,Vendor Name 458,services,Contact 458,vendor458@supplier.com,555-1458,Net 45,active,50800
VEN-0459,Vendor Name 459,parts,Contact 459,vendor459@supplier.com,555-1459,Net 60,active,50900
VEN-0460,Vendor Name 460,supplies,Contact 460,vendor460@supplier.com,555-1460,Net 75,inactive,51000
VEN-0461,Vendor Name 461,equipment,Contact 461,vendor461@supplier.com,555-1461,Net 90,active,51100
VEN-0462,Vendor Name 462,software,Contact 462,vendor462@supplier.com,555-1462,Net 15,active,51200
VEN-0463,Vendor Name 463,services,Contact 463,vendor463@supplier.com,555-1463,Net 30,active,51300
VEN-0464,Vendor Name 464,parts,Contact 464,vendor464@supplier.com,555-1464,Net 45,active,51400
VEN-0465,Vendor Name 465,supplies,Contact 465,vendor465@supplier.com,555-1465,Net 60,pending_review,51500
VEN-0466,Vendor Name 466,equipment,Contact 466,vendor466@supplier.com,555-1466,Net 75,active,51600
VEN-0467,Vendor Name 467,software,Contact 467,vendor467@supplier.com,555-1467,Net 90,active,51700
VEN-0468,Vendor Name 468,services,Contact 468,vendor468@supplier.com,555-1468,Net 15,active,51800
VEN-0469,Vendor Name 469,parts,Contact 469,vendor469@supplier.com,555-1469,Net 30,active,51900
VEN-0470,Vendor Name 470,supplies,Contact 470,vendor470@supplier.com,555-1470,Net 45,inactive,52000
VEN-0471,Vendor Name 471,equipment,Contact 471,vendor471@supplier.com,555-1471,Net 60,active,52100
VEN-0472,Vendor Name 472,software,Contact 472,vendor472@supplier.com,555-1472,Net 75,active,52200
VEN-0473,Vendor Name 473,services,Contact 473,vendor473@supplier.com,555-1473,Net 90,active,52300
VEN-0474,Vendor Name 474,parts,Contact 474,vendor474@supplier.com,555-1474,Net 15,active,52400
VEN-0475,Vendor Name 475,supplies,Contact 475,vendor475@supplier.com,555-1475,Net 30,active,52500
VEN-0476,Vendor Name 476,equipment,Contact 476,vendor476@supplier.com,555-1476,Net 45,active,52600
VEN-0477,Vendor Name 477,software,Contact 477,vendor477@supplier.com,555-1477,Net 60,active,52700
VEN-0478,Vendor Name 478,services,Contact 478,vendor478@supplier.com,555-1478,Net 75,active,52800
VEN-0479,Vendor Name 479,parts,Contact 479,vendor479@supplier.com,555-1479,Net 90,active,52900
VEN-0480,Vendor Name 480,supplies,Contact 480,vendor480@supplier.com,555-1480,Net 15,inactive,53000
VEN-0481,Vendor Name 481,equipment,Contact 481,vendor481@supplier.com,555-1481,Net 30,active,53100
VEN-0482,Vendor Name 482,software,Contact 482,vendor482@supplier.com,555-1482,Net 45,active,53200
VEN-0483,Vendor Name 483,services,Contact 483,vendor483@supplier.com,555-1483,Net 60,active,53300
VEN-0484,Vendor Name 484,parts,Contact 484,vendor484@supplier.com,555-1484,Net 75,active,53400
VEN-0485,Vendor Name 485,supplies,Contact 485,vendor485@supplier.com,555-1485,Net 90,active,53500
VEN-0486,Vendor Name 486,equipment,Contact 486,vendor486@supplier.com,555-1486,Net 15,active,53600
VEN-0487,Vendor Name 487,software,Contact 487,vendor487@supplier.com,555-1487,Net 30,active,53700
VEN-0488,Vendor Name 488,services,Contact 488,vendor488@supplier.com,555-1488,Net 45,active,53800
VEN-0489,Vendor Name 489,parts,Contact 489,vendor489@supplier.com,555-1489,Net 60,active,53900
VEN-0490,Vendor Name 490,supplies,Contact 490,vendor490@supplier.com,555-1490,Net 75,inactive,54000
VEN-0491,Vendor Name 491,equipment,Contact 491,vendor491@supplier.com,555-1491,Net 90,active,54100
VEN-0492,Vendor Name 492,software,Contact 492,vendor492@supplier.com,555-1492,Net 15,active,54200
VEN-0493,Vendor Name 493,services,Contact 493,vendor493@supplier.com,555-1493,Net 30,active,54300
VEN-0494,Vendor Name 494,parts,Contact 494,vendor494@supplier.com,555-1494,Net 45,active,54400
VEN-0495,Vendor Name 495,supplies,Contact 495,vendor495@supplier.com,555-1495,Net 60,pending_review,54500
VEN-0496,Vendor Name 496,equipment,Contact 496,vendor496@supplier.com,555-1496,Net 75,active,54600
VEN-0497,Vendor Name 497,software,Contact 497,vendor497@supplier.com,555-1497,Net 90,active,54700
VEN-0498,Vendor Name 498,services,Contact 498,vendor498@supplier.com,555-1498,Net 15,active,54800
VEN-0499,Vendor Name 499,parts,Contact 499,vendor499@supplier.com,555-1499,Net 30,active,54900
VEN-0500,Vendor Name 500,supplies,Contact 500,vendor500@supplier.com,555-1500,Net 45,inactive,55000
